start_id,relation,end_name
Nadine Gordimer,EMPLOYED_BY,Harvard University
Nadine Gordimer,IS_MEMBER_OF,Royal Society of Literature
Nadine Gordimer,IS_MEMBER_OF,American Academy of Arts and Sciences
Rudolf Christoph Eucken,RECEIVED,Q47695_1908
Q47695_1908,IS_INSTANCE_OF,Nobel Prize in Literature
Rudolf Christoph Eucken,IS_CITIZEN_OF,German Empire
Rudolf Christoph Eucken,IS_CITIZEN_OF,Kingdom of Prussia
Rudolf Christoph Eucken,IS_CITIZEN_OF,Weimar Republic
Rudolf Christoph Eucken,WORKS_AS,prose writer
Rudolf Christoph Eucken,WORKS_AS,philosopher
Rudolf Christoph Eucken,WORKS_AS,university teacher
Rudolf Christoph Eucken,WORKS_AS,writer
Rudolf Christoph Eucken,WORKS_IN_FIELD,philosophy
Rudolf Christoph Eucken,EDUCATED_AT,Humboldt-Universität zu Berlin
Rudolf Christoph Eucken,EDUCATED_AT,University of Göttingen
Rudolf Christoph Eucken,EMPLOYED_BY,Harvard University
Rudolf Christoph Eucken,EMPLOYED_BY,Friedrich Schiller University Jena
Rudolf Christoph Eucken,EMPLOYED_BY,University of Basel
Rudolf Christoph Eucken,IS_MEMBER_OF,Corps Frisia Göttingen
Rudolf Christoph Eucken,IS_MEMBER_OF,Lincean Academy
Rudolf Christoph Eucken,IS_MEMBER_OF,Royal Swedish Academy of Sciences
Rudolf Christoph Eucken,IS_MEMBER_OF,StMV Blaue Sänger Göttingen
Rudolf Christoph Eucken,IS_MEMBER_OF,Academy of Science for Public Utility
Rudolf Christoph Eucken,HOLDS_POSITION,rector of the University of Jena
Imre Kertész,RECEIVED,Q47755_2002
Q47755_2002,IS_INSTANCE_OF,Nobel Prize in Literature
Imre Kertész,IS_CITIZEN_OF,Germany
Imre Kertész,IS_CITIZEN_OF,Hungary
Imre Kertész,WORKS_AS,novelist
Imre Kertész,WORKS_AS,journalist
Imre Kertész,WORKS_AS,translator
Imre Kertész,WORKS_AS,playwright
Imre Kertész,WORKS_AS,writer
Imre Kertész,WORKS_AS,screenwriter
Imre Kertész,WORKS_IN_FIELD,The Holocaust
Imre Kertész,EDUCATED_AT,Madách Imre High School
Imre Kertész,IS_MEMBER_OF,Széchenyi Academy of Literature and Arts
Imre Kertész,IS_MEMBER_OF,German Academy for Language and Literature
Imre Kertész,IS_MEMBER_OF,Academy of Arts
Imre Kertész,IS_MEMBER_OF,Berlin
Maurice Maeterlinck,RECEIVED,Q49747_1911
Q49747_1911,IS_INSTANCE_OF,Nobel Prize in Literature
Maurice Maeterlinck,IS_CITIZEN_OF,Belgium
Maurice Maeterlinck,WORKS_AS,essayist
Maurice Maeterlinck,WORKS_AS,librettist
Maurice Maeterlinck,WORKS_AS,philosopher
Maurice Maeterlinck,WORKS_AS,translator
Maurice Maeterlinck,WORKS_AS,playwright
Maurice Maeterlinck,WORKS_AS,poet
Maurice Maeterlinck,WORKS_AS,writer
Maurice Maeterlinck,WORKS_IN_FIELD,philosophy
Maurice Maeterlinck,EDUCATED_AT,Society of Jesus
Maurice Maeterlinck,EDUCATED_AT,Ghent University
Maurice Maeterlinck,EDUCATED_AT,Sint-Barbaracollege
Maurice Maeterlinck,EMPLOYED_BY,La Jeune Belgique
Maurice Maeterlinck,IS_MEMBER_OF,Académie des sciences
Maurice Maeterlinck,IS_MEMBER_OF,belles-lettres et arts de Rouen
Maurice Maeterlinck,IS_MEMBER_OF,Académie des gastronomes
Maurice Maeterlinck,IS_MEMBER_OF,Academie Royale de Langue et de littérature Françaises
Maurice Maeterlinck,HOLDS_POSITION,president
László Krasznahorkai,RECEIVED,Q512062_2025
Q512062_2025,IS_INSTANCE_OF,Nobel Prize in Literature
László Krasznahorkai,IS_CITIZEN_OF,Hungary
László Krasznahorkai,WORKS_AS,novelist
László Krasznahorkai,WORKS_AS,writer
László Krasznahorkai,WORKS_AS,screenwriter
László Krasznahorkai,WORKS_IN_FIELD,creative and professional writing
László Krasznahorkai,EDUCATED_AT,University of Szeged
László Krasznahorkai,EDUCATED_AT,Eötvös Loránd University
Han Kang,RECEIVED,Q5646626_2024
Q5646626_2024,IS_INSTANCE_OF,Nobel Prize in Literature
Han Kang,IS_CITIZEN_OF,South Korea
Han Kang,WORKS_AS,short story writer
Han Kang,WORKS_AS,novelist
Han Kang,WORKS_AS,poet
Han Kang,WORKS_AS,writer
Han Kang,WORKS_IN_FIELD,Korean poetry
Han Kang,WORKS_IN_FIELD,Korean literature
Han Kang,EDUCATED_AT,Yonsei University
Han Kang,EMPLOYED_BY,Seoul Institute of the Arts
Nelly Sachs,RECEIVED,Q57074_1966
Q57074_1966,IS_INSTANCE_OF,Nobel Prize in Literature
Nelly Sachs,IS_CITIZEN_OF,Germany
Nelly Sachs,IS_CITIZEN_OF,Sweden
Nelly Sachs,WORKS_AS,translator
Nelly Sachs,WORKS_AS,playwright
Nelly Sachs,WORKS_AS,poet
Nelly Sachs,WORKS_AS,writer
Nelly Sachs,WORKS_IN_FIELD,poetry
Nelly Sachs,IS_MEMBER_OF,Bavarian Academy of Fine Arts
Nelly Sachs,IS_MEMBER_OF,German Academy for Language and Literature
Gabriel García Márquez,RECEIVED,Q5878_1982
Q5878_1982,IS_INSTANCE_OF,Nobel Prize in Literature
Gabriel García Márquez,IS_CITIZEN_OF,Colombia
Gabriel García Márquez,WORKS_AS,television writer
Gabriel García Márquez,WORKS_AS,film screenwriter
Gabriel García Márquez,WORKS_AS,autobiographer
Gabriel García Márquez,WORKS_AS,short story writer
Gabriel García Márquez,WORKS_AS,prose writer
Gabriel García Márquez,WORKS_AS,television actor
Gabriel García Márquez,WORKS_AS,opinion journalist
Gabriel García Márquez,WORKS_AS,novelist
Gabriel García Márquez,WORKS_AS,publisher
Gabriel García Márquez,WORKS_AS,film director
Gabriel García Márquez,WORKS_AS,journalist
Gabriel García Márquez,WORKS_AS,poet lawyer
Gabriel García Márquez,WORKS_AS,playwright
Gabriel García Márquez,WORKS_AS,writer
Gabriel García Márquez,WORKS_AS,screenwriter
Gabriel García Márquez,WORKS_IN_FIELD,prose
Gabriel García Márquez,WORKS_IN_FIELD,novel
Gabriel García Márquez,WORKS_IN_FIELD,journalism
Gabriel García Márquez,WORKS_IN_FIELD,short story
Gabriel García Márquez,WORKS_IN_FIELD,opinion journalism
Gabriel García Márquez,WORKS_IN_FIELD,creative and professional writing
Gabriel García Márquez,EDUCATED_AT,National University of Colombia
Gabriel García Márquez,IS_MEMBER_OF,Academy of Arts of the GDR
Günter Grass,RECEIVED,Q6538_1999
Q6538_1999,IS_INSTANCE_OF,Nobel Prize in Literature
Günter Grass,IS_CITIZEN_OF,Free City of Danzig
Günter Grass,IS_CITIZEN_OF,Germany
Günter Grass,WORKS_AS,autobiographer
Günter Grass,WORKS_AS,printmaker
Günter Grass,WORKS_AS,essayist
Günter Grass,WORKS_AS,librettist
Günter Grass,WORKS_AS,novelist
Günter Grass,WORKS_AS,sculptor
Günter Grass,WORKS_AS,graphic artist
Günter Grass,WORKS_AS,painter
Günter Grass,WORKS_AS,lyricist
Günter Grass,WORKS_AS,illustrator
Günter Grass,WORKS_AS,playwright
Günter Grass,WORKS_AS,altar server
Günter Grass,WORKS_AS,poet
Günter Grass,WORKS_AS,photographer
Günter Grass,WORKS_AS,screenwriter
Günter Grass,WORKS_IN_FIELD,fiction
Günter Grass,EDUCATED_AT,Berlin University of the Arts
Günter Grass,EDUCATED_AT,Pestalozzischule
Günter Grass,EDUCATED_AT,Kunstakademie Düsseldorf
Günter Grass,IS_MEMBER_OF,Group 47
Günter Grass,IS_MEMBER_OF,PEN Centre Germany
Günter Grass,IS_MEMBER_OF,Royal Society of Literature
Günter Grass,IS_MEMBER_OF,American Academy of Arts and Sciences
Günter Grass,IS_MEMBER_OF,Academy of Arts
Günter Grass,IS_MEMBER_OF,Berlin
Naguib Mahfouz,RECEIVED,Q7176_1988
Q7176_1988,IS_INSTANCE_OF,Nobel Prize in Literature
Naguib Mahfouz,IS_CITIZEN_OF,Republic of Egypt
Naguib Mahfouz,IS_CITIZEN_OF,Sultanate of Egypt
Naguib Mahfouz,IS_CITIZEN_OF,Khedivate of Egypt
Naguib Mahfouz,IS_CITIZEN_OF,United Arab Republic
Naguib Mahfouz,IS_CITIZEN_OF,Kingdom of Egypt
Naguib Mahfouz,IS_CITIZEN_OF,Egypt
Naguib Mahfouz,WORKS_AS,autobiographer
Naguib Mahfouz,WORKS_AS,short story writer
Naguib Mahfouz,WORKS_AS,novelist
Naguib Mahfouz,WORKS_AS,journalist
Naguib Mahfouz,WORKS_AS,translator
Naguib Mahfouz,WORKS_AS,playwright
Naguib Mahfouz,WORKS_AS,intellectual
Naguib Mahfouz,WORKS_AS,writer
Naguib Mahfouz,WORKS_AS,screenwriter
Naguib Mahfouz,WORKS_IN_FIELD,translation
Naguib Mahfouz,WORKS_IN_FIELD,journalism
Naguib Mahfouz,WORKS_IN_FIELD,writing
Naguib Mahfouz,WORKS_IN_FIELD,screenwriting
Naguib Mahfouz,WORKS_IN_FIELD,playwriting
Naguib Mahfouz,EDUCATED_AT,Cairo University
Naguib Mahfouz,IS_MEMBER_OF,American Academy of Arts and Sciences
Naguib Mahfouz,IS_MEMBER_OF,American Academy of Arts and Letters
Toni Morrison,RECEIVED,Q72334_1993
Q72334_1993,IS_INSTANCE_OF,Nobel Prize in Literature
Toni Morrison,IS_CITIZEN_OF,United States
Toni Morrison,WORKS_AS,writer
Toni Morrison,WORKS_AS,young adult author
Toni Morrison,WORKS_AS,audiobook narrator
Toni Morrison,WORKS_AS,librettist
Toni Morrison,WORKS_AS,novelist
Toni Morrison,WORKS_AS,children's writer
Toni Morrison,WORKS_AS,university teacher
Toni Morrison,WORKS_AS,editing staff
Toni Morrison,WORKS_AS,poet
Toni Morrison,WORKS_IN_FIELD,poetry
Toni Morrison,WORKS_IN_FIELD,literature
Toni Morrison,WORKS_IN_FIELD,English studies
Toni Morrison,WORKS_IN_FIELD,African American literature
Toni Morrison,WORKS_IN_FIELD,American literature
Toni Morrison,EDUCATED_AT,Lorain High School
Toni Morrison,EDUCATED_AT,Cornell University
Toni Morrison,EDUCATED_AT,Howard University
Toni Morrison,EMPLOYED_BY,Princeton University
Toni Morrison,IS_MEMBER_OF,Alpha Kappa Alpha
Toni Morrison,IS_MEMBER_OF,American Academy of Arts and Sciences
Toni Morrison,IS_MEMBER_OF,American Academy of Arts and Letters
Toni Morrison,HOLDS_POSITION,Robert F. Goheen Professor in the Humanities
Rabindranath Tagore,RECEIVED,Q7241_1913
Q7241_1913,IS_INSTANCE_OF,Nobel Prize in Literature
Rabindranath Tagore,IS_CITIZEN_OF,British Raj
Rabindranath Tagore,WORKS_AS,philosopher
Rabindranath Tagore,WORKS_AS,novelist
Rabindranath Tagore,WORKS_AS,painter
Rabindranath Tagore,WORKS_AS,lyricist
Rabindranath Tagore,WORKS_AS,artist
Rabindranath Tagore,WORKS_AS,songwriter
Rabindranath Tagore,WORKS_AS,playwright
Rabindranath Tagore,WORKS_AS,singer
Rabindranath Tagore,WORKS_AS,poet
Rabindranath Tagore,WORKS_AS,composer
Rabindranath Tagore,WORKS_AS,writer
Rabindranath Tagore,WORKS_AS,actor
Rabindranath Tagore,WORKS_AS,Nobel Prize winner
Rabindranath Tagore,WORKS_AS,freedom fighter
Rabindranath Tagore,WORKS_AS,short story writer
Rabindranath Tagore,WORKS_AS,film director
Rabindranath Tagore,WORKS_AS,essayist
Rabindranath Tagore,WORKS_AS,librettist
Rabindranath Tagore,WORKS_IN_FIELD,literature
Rabindranath Tagore,WORKS_IN_FIELD,drama
Rabindranath Tagore,WORKS_IN_FIELD,art of painting
Rabindranath Tagore,WORKS_IN_FIELD,essay
Rabindranath Tagore,WORKS_IN_FIELD,poetry
Rabindranath Tagore,WORKS_IN_FIELD,short story
Rabindranath Tagore,WORKS_IN_FIELD,creative and professional writing
Rabindranath Tagore,WORKS_IN_FIELD,music composition
Rabindranath Tagore,EDUCATED_AT,University College London
Rabindranath Tagore,EDUCATED_AT,St. Xavier's Collegiate School
Miguel Ángel Asturias,RECEIVED,Q75603_1967
Q75603_1967,IS_INSTANCE_OF,Nobel Prize in Literature
Miguel Ángel Asturias,IS_CITIZEN_OF,Guatemala
Miguel Ángel Asturias,WORKS_AS,journalist
Miguel Ángel Asturias,WORKS_AS,poet lawyer
Miguel Ángel Asturias,WORKS_AS,diplomat
Miguel Ángel Asturias,WORKS_AS,politician
Miguel Ángel Asturias,WORKS_AS,poet
Miguel Ángel Asturias,WORKS_AS,writer
Miguel Ángel Asturias,EDUCATED_AT,University of Paris
Miguel Ángel Asturias,EDUCATED_AT,Universidad de San Carlos de Guatemala
Miguel Ángel Asturias,IS_MEMBER_OF,Geographical and Historical Academy of Guatemala
Miguel Ángel Asturias,IS_MEMBER_OF,Generación del 20
Miguel Ángel Asturias,HOLDS_POSITION,ambassador of Guatemala to Mexico
Miguel Ángel Asturias,HOLDS_POSITION,ambassador of Guatemala to El Salvador
Miguel Ángel Asturias,HOLDS_POSITION,ambassador of Guatemala to France
Miguel Ángel Asturias,HOLDS_POSITION,Member of the Congress of Guatemala
Miguel Ángel Asturias,HOLDS_POSITION,President of the Jury at the Cannes Festival
Isaac Bashevis Singer,RECEIVED,Q75612_1978
Q75612_1978,IS_INSTANCE_OF,Nobel Prize in Literature
Isaac Bashevis Singer,IS_CITIZEN_OF,Russian Empire
Isaac Bashevis Singer,IS_CITIZEN_OF,Poland
Isaac Bashevis Singer,IS_CITIZEN_OF,United States
Isaac Bashevis Singer,WORKS_AS,Nobel Prize winner
Isaac Bashevis Singer,WORKS_AS,autobiographer
Isaac Bashevis Singer,WORKS_AS,prose writer
Isaac Bashevis Singer,WORKS_AS,novelist
Isaac Bashevis Singer,WORKS_AS,children's writer
Isaac Bashevis Singer,WORKS_AS,journalist
Isaac Bashevis Singer,WORKS_AS,Esperantist
Isaac Bashevis Singer,WORKS_AS,translator
Isaac Bashevis Singer,WORKS_AS,writer
Isaac Bashevis Singer,WORKS_AS,screenwriter
Isaac Bashevis Singer,EMPLOYED_BY,Bard College
Isaac Bashevis Singer,IS_MEMBER_OF,American Academy of Arts and Sciences
Isaac Bashevis Singer,IS_MEMBER_OF,American Academy of Arts and Letters
Paul Heyse,RECEIVED,Q76487_1910
Q76487_1910,IS_INSTANCE_OF,Nobel Prize in Literature
Paul Heyse,IS_CITIZEN_OF,Kingdom of Prussia
Paul Heyse,WORKS_AS,draftsperson
Paul Heyse,WORKS_AS,novelist
Paul Heyse,WORKS_AS,translator
Paul Heyse,WORKS_AS,playwright
Paul Heyse,WORKS_AS,poet
Paul Heyse,WORKS_AS,writer
Paul Heyse,EDUCATED_AT,Humboldt-Universität zu Berlin
Paul Heyse,EDUCATED_AT,University of Bonn
Paul Heyse,EDUCATED_AT,Friedrich-Wilhelms-Gymnasium
Dario Fo,RECEIVED,Q765_1997
Q765_1997,IS_INSTANCE_OF,Nobel Prize in Literature
Dario Fo,IS_CITIZEN_OF,Italy
Dario Fo,WORKS_AS,Nobel Prize winner
Dario Fo,WORKS_AS,Theaterintendant
Dario Fo,WORKS_AS,scenographer
Dario Fo,WORKS_AS,film actor
Dario Fo,WORKS_AS,visual artist
Dario Fo,WORKS_AS,satirist
Dario Fo,WORKS_AS,director
Dario Fo,WORKS_AS,theatrical director
Dario Fo,WORKS_AS,stage actor
Dario Fo,WORKS_AS,costume designer
Dario Fo,WORKS_AS,painter
Dario Fo,WORKS_AS,stage author
Dario Fo,WORKS_AS,illustrator
Dario Fo,WORKS_AS,playwright
Dario Fo,WORKS_AS,poet
Dario Fo,WORKS_AS,composer
Dario Fo,WORKS_AS,writer
Dario Fo,WORKS_AS,actor
Dario Fo,WORKS_AS,screenwriter
Dario Fo,EDUCATED_AT,Brera Academy
Dario Fo,IS_MEMBER_OF,College of 'Pataphysics
Dario Fo,IS_MEMBER_OF,American Academy of Arts and Sciences
Grazia Deledda,RECEIVED,Q7728_1926
Q7728_1926,IS_INSTANCE_OF,Nobel Prize in Literature
Grazia Deledda,IS_CITIZEN_OF,Kingdom of Italy
Grazia Deledda,WORKS_AS,short story writer
Grazia Deledda,WORKS_AS,prose writer
Grazia Deledda,WORKS_AS,novelist
Grazia Deledda,WORKS_AS,playwright
Grazia Deledda,WORKS_AS,poet
Grazia Deledda,WORKS_AS,writer
Grazia Deledda,WORKS_IN_FIELD,poetry
Grazia Deledda,WORKS_IN_FIELD,narration
Grazia Deledda,EDUCATED_AT,homeschooling
Elias Canetti,RECEIVED,Q80064_1981
Q80064_1981,IS_INSTANCE_OF,Nobel Prize in Literature
Elias Canetti,IS_CITIZEN_OF,Bulgaria
Elias Canetti,IS_CITIZEN_OF,United Kingdom
Elias Canetti,WORKS_AS,essayist
Elias Canetti,WORKS_AS,aphorist
Elias Canetti,WORKS_AS,chemist
Elias Canetti,WORKS_AS,playwright
Elias Canetti,WORKS_AS,writer
Elias Canetti,WORKS_IN_FIELD,novel
Elias Canetti,EDUCATED_AT,University of Vienna
Elias Canetti,IS_MEMBER_OF,Bavarian Academy of Fine Arts
Elias Canetti,IS_MEMBER_OF,German Academy for Language and Literature
Kenzaburō Ōe,RECEIVED,Q80095_1994
Q80095_1994,IS_INSTANCE_OF,Nobel Prize in Literature
Kenzaburō Ōe,IS_CITIZEN_OF,Empire of Japan
Kenzaburō Ōe,IS_CITIZEN_OF,Japan
Kenzaburō Ōe,WORKS_AS,science fiction writer
Kenzaburō Ōe,WORKS_AS,essayist
Kenzaburō Ōe,WORKS_AS,novelist
Kenzaburō Ōe,WORKS_AS,university teacher
Kenzaburō Ōe,WORKS_AS,writer
Kenzaburō Ōe,WORKS_AS,screenwriter
Kenzaburō Ōe,WORKS_IN_FIELD,literary activity
Kenzaburō Ōe,EDUCATED_AT,University of Tokyo
Kenzaburō Ōe,EMPLOYED_BY,Princeton University
Kenzaburō Ōe,EMPLOYED_BY,Freie Universität Berlin
Kenzaburō Ōe,IS_MEMBER_OF,American Academy of Arts and Sciences
Winston Churchill,RECEIVED,Q8016_1953
Q8016_1953,IS_INSTANCE_OF,Nobel Prize in Literature
Winston Churchill,IS_CITIZEN_OF,United Kingdom
Winston Churchill,WORKS_AS,historian
Winston Churchill,WORKS_AS,politician
Winston Churchill,EDUCATED_AT,St George's School
Winston Churchill,EDUCATED_AT,Ascot
Winston Churchill,EDUCATED_AT,Stoke Brunswick School
Winston Churchill,EDUCATED_AT,Royal Military College
Winston Churchill,EDUCATED_AT,Sandhurst
Winston Churchill,EDUCATED_AT,Harrow School
Winston Churchill,EMPLOYED_BY,University of Edinburgh
Winston Churchill,IS_MEMBER_OF,Society of the Cincinnati
Winston Churchill,IS_MEMBER_OF,American Academy of Arts and Sciences
Winston Churchill,IS_MEMBER_OF,Order of the Garter
Winston Churchill,IS_MEMBER_OF,Royal Society
Winston Churchill,HOLDS_POSITION,First Lord of the Admiralty
Winston Churchill,HOLDS_POSITION,member of the 40th Parliament of the United Kingdom
Winston Churchill,HOLDS_POSITION,member of the 39th Parliament of the United Kingdom
Winston Churchill,HOLDS_POSITION,member of the 38th Parliament of the United Kingdom
Winston Churchill,HOLDS_POSITION,member of the 28th Parliament of the United Kingdom
Winston Churchill,HOLDS_POSITION,member of the 27th Parliament of the United Kingdom
Winston Churchill,HOLDS_POSITION,member of the 37th Parliament of the United Kingdom
Winston Churchill,HOLDS_POSITION,member of the 36th Parliament of the United Kingdom
Winston Churchill,HOLDS_POSITION,member of the 35th Parliament of the United Kingdom
Winston Churchill,HOLDS_POSITION,member of the 34th Parliament of the United Kingdom
Winston Churchill,HOLDS_POSITION,member of the 31st Parliament of the United Kingdom
Winston Churchill,HOLDS_POSITION,member of the 30th Parliament of the United Kingdom
Winston Churchill,HOLDS_POSITION,member of the 29th Parliament of the United Kingdom
Winston Churchill,HOLDS_POSITION,Secretary of State for the Colonies
Winston Churchill,HOLDS_POSITION,Home Secretary
Winston Churchill,HOLDS_POSITION,colonel
Winston Churchill,HOLDS_POSITION,Secretary of State for Defence
Winston Churchill,HOLDS_POSITION,Leader of the Opposition
Winston Churchill,HOLDS_POSITION,Leader of the House of Commons
Winston Churchill,HOLDS_POSITION,Secretary of State for Air
Winston Churchill,HOLDS_POSITION,Leader of the Conservative Party
Winston Churchill,HOLDS_POSITION,Secretary of State for War
Winston Churchill,HOLDS_POSITION,Lord Warden of the Cinque Ports
Winston Churchill,HOLDS_POSITION,Minister of Munitions
Winston Churchill,HOLDS_POSITION,Chancellor of the Exchequer
Winston Churchill,HOLDS_POSITION,member of parliament
Winston Churchill,HOLDS_POSITION,rector
Winston Churchill,HOLDS_POSITION,Chancellor of the Duchy of Lancaster
Winston Churchill,HOLDS_POSITION,Prime Minister of the United Kingdom
Winston Churchill,HOLDS_POSITION,Representative of the Parliamentary Assembly of the Council of Europe
Winston Churchill,HOLDS_POSITION,member of the 42nd Parliament of the United Kingdom
Winston Churchill,HOLDS_POSITION,member of the 41st Parliament of the United Kingdom
Winston Churchill,HOLDS_POSITION,Member of the Privy Council of the United Kingdom
Halldór Laxness,RECEIVED,Q80321_1955
Q80321_1955,IS_INSTANCE_OF,Nobel Prize in Literature
Halldór Laxness,IS_CITIZEN_OF,Iceland
Halldór Laxness,WORKS_AS,linguist
Halldór Laxness,WORKS_AS,novelist
Halldór Laxness,WORKS_AS,philosopher
Halldór Laxness,WORKS_AS,translator
Halldór Laxness,WORKS_AS,playwright
Halldór Laxness,WORKS_AS,poet
Halldór Laxness,WORKS_AS,writer
Gabriela Mistral,RECEIVED,Q80871_1945
Q80871_1945,IS_INSTANCE_OF,Nobel Prize in Literature
Gabriela Mistral,IS_CITIZEN_OF,Chile
Gabriela Mistral,WORKS_AS,diplomat
Gabriela Mistral,WORKS_AS,teacher
Gabriela Mistral,WORKS_AS,poet
Gabriela Mistral,WORKS_AS,writer
Gabriela Mistral,WORKS_IN_FIELD,poetry
Gabriela Mistral,EDUCATED_AT,Escuela Normal № 1 de Santiago
Gabriela Mistral,EMPLOYED_BY,Columbia University
Gabriela Mistral,EMPLOYED_BY,Barnard College
Gabriela Mistral,IS_MEMBER_OF,Sapphic Circle of Madrid
Sigrid Undset,RECEIVED,Q80889_1928
Q80889_1928,IS_INSTANCE_OF,Nobel Prize in Literature
Sigrid Undset,IS_CITIZEN_OF,Norway
Sigrid Undset,WORKS_AS,prose writer
Sigrid Undset,WORKS_AS,novelist
Sigrid Undset,WORKS_AS,translator
Sigrid Undset,WORKS_AS,poet
Sigrid Undset,WORKS_AS,writer
Sigrid Undset,WORKS_AS,screenwriter
Sigrid Undset,WORKS_IN_FIELD,hagiography
Sigrid Undset,EDUCATED_AT,Fru Ragna Nielsens skole
Sigrid Undset,IS_MEMBER_OF,American Geographical Society
Sigrid Undset,IS_MEMBER_OF,Royal Norwegian Society of Sciences and Letters
Pearl S. Buck,RECEIVED,Q80900_1938
Q80900_1938,IS_INSTANCE_OF,Nobel Prize in Literature
Pearl S. Buck,IS_CITIZEN_OF,United States
Pearl S. Buck,WORKS_AS,human rights activist
Pearl S. Buck,WORKS_AS,translator
Pearl S. Buck,WORKS_AS,missionary
Pearl S. Buck,WORKS_AS,writer
Pearl S. Buck,WORKS_AS,screenwriter
Pearl S. Buck,WORKS_AS,autobiographer
Pearl S. Buck,WORKS_AS,prose writer
Pearl S. Buck,WORKS_AS,novelist
Pearl S. Buck,WORKS_AS,children's writer
Pearl S. Buck,WORKS_AS,journalist
Pearl S. Buck,WORKS_IN_FIELD,Chinese culture
Pearl S. Buck,WORKS_IN_FIELD,English literature
Pearl S. Buck,EDUCATED_AT,Cornell University
Pearl S. Buck,EDUCATED_AT,Randolph–Macon College
Pearl S. Buck,EMPLOYED_BY,Nanjing University
Pearl S. Buck,IS_MEMBER_OF,Phi Beta Kappa Society
Pearl S. Buck,IS_MEMBER_OF,American Academy of Arts and Letters
François Mauriac,RECEIVED,Q81685_1952
Q81685_1952,IS_INSTANCE_OF,Nobel Prize in Literature
François Mauriac,IS_CITIZEN_OF,France
François Mauriac,WORKS_AS,writer
François Mauriac,WORKS_AS,screenwriter
François Mauriac,WORKS_AS,novelist
François Mauriac,WORKS_AS,literary critic
François Mauriac,WORKS_AS,journalist
François Mauriac,WORKS_AS,biographer
François Mauriac,WORKS_AS,playwright
François Mauriac,WORKS_AS,poet
François Mauriac,WORKS_IN_FIELD,biography
François Mauriac,WORKS_IN_FIELD,literary criticism
François Mauriac,WORKS_IN_FIELD,creative and professional writing
François Mauriac,WORKS_IN_FIELD,prose
François Mauriac,WORKS_IN_FIELD,journalism
François Mauriac,WORKS_IN_FIELD,poetry
François Mauriac,EDUCATED_AT,Sainte-Marie Grand Lebrun
François Mauriac,EDUCATED_AT,University of Bordeaux
François Mauriac,EDUCATED_AT,École des chartes
François Mauriac,IS_MEMBER_OF,Académie Française
François Mauriac,HOLDS_POSITION,president
François Mauriac,HOLDS_POSITION,president of the Société des gens de lettres
François Mauriac,HOLDS_POSITION,seat 22 of the Académie française
John Galsworthy,RECEIVED,Q82248_1932
Q82248_1932,IS_INSTANCE_OF,Nobel Prize in Literature
John Galsworthy,IS_CITIZEN_OF,United Kingdom of Great Britain and Ireland
John Galsworthy,IS_CITIZEN_OF,United Kingdom
John Galsworthy,WORKS_AS,prose writer
John Galsworthy,WORKS_AS,novelist
John Galsworthy,WORKS_AS,playwright
John Galsworthy,WORKS_AS,writer
John Galsworthy,WORKS_AS,screenwriter
John Galsworthy,WORKS_IN_FIELD,prose
John Galsworthy,WORKS_IN_FIELD,drama
John Galsworthy,EDUCATED_AT,New College
John Galsworthy,EDUCATED_AT,Harrow School
John Galsworthy,IS_MEMBER_OF,American Academy of Arts and Sciences
John Galsworthy,HOLDS_POSITION,president
Salvatore Quasimodo,RECEIVED,Q83038_1959
Q83038_1959,IS_INSTANCE_OF,Nobel Prize in Literature
Salvatore Quasimodo,IS_CITIZEN_OF,Kingdom of Italy
Salvatore Quasimodo,IS_CITIZEN_OF,Italy
Salvatore Quasimodo,WORKS_AS,linguist
Salvatore Quasimodo,WORKS_AS,critic
Salvatore Quasimodo,WORKS_AS,literary critic
Salvatore Quasimodo,WORKS_AS,journalist
Salvatore Quasimodo,WORKS_AS,university teacher
Salvatore Quasimodo,WORKS_AS,translator
Salvatore Quasimodo,WORKS_AS,poet
Salvatore Quasimodo,WORKS_AS,writer
Salvatore Quasimodo,WORKS_AS,screenwriter
Salvatore Quasimodo,EDUCATED_AT,Ist. Tec. Economico  A.M. Jaci
Salvatore Quasimodo,EMPLOYED_BY,Milan Conservatory
Salvatore Quasimodo,EMPLOYED_BY,Sapienza University of Rome
Salvatore Quasimodo,IS_MEMBER_OF,American Academy of Arts and Sciences
Saul Bellow,RECEIVED,Q83059_1976
Q83059_1976,IS_INSTANCE_OF,Nobel Prize in Literature
Saul Bellow,IS_CITIZEN_OF,United States
Saul Bellow,WORKS_AS,essayist
Saul Bellow,WORKS_AS,novelist
Saul Bellow,WORKS_AS,university teacher
Saul Bellow,WORKS_AS,author
Saul Bellow,WORKS_AS,writer
Saul Bellow,WORKS_IN_FIELD,novel
Saul Bellow,EDUCATED_AT,University of Chicago
Saul Bellow,EDUCATED_AT,University of Wisconsin–Madison
Saul Bellow,EDUCATED_AT,Northwestern University
Saul Bellow,EDUCATED_AT,Roberto Clemente Community Academy
Saul Bellow,EDUCATED_AT,Weinberg College of Arts and Sciences
Saul Bellow,EDUCATED_AT,Camp B'nai Brith
Saul Bellow,EMPLOYED_BY,New York University
Saul Bellow,EMPLOYED_BY,University of Chicago
Saul Bellow,IS_MEMBER_OF,American Academy of Arts and Sciences
Saul Bellow,IS_MEMBER_OF,American Academy of Arts and Letters
Saul Bellow,HOLDS_POSITION,Booker Prize judge
Eugenio Montale,RECEIVED,Q83174_1975
